text,is_toxic
бля((тлен...а я??а у меня хуйня какая то.выпьешь??/протянл вискарь/,1
"ПИЧАЛЬ...(( НУ НЕ ЗНАЮ, В МОСКВЕ БЫ НЕ ВЕРНУЛИ НО ПОДОЖДАТЬ ДЕНЕК МОЖНО БУДЕМ НАДЕЯТСЯ НА ЛУЧШЕЕ",1
“ Мрази(((  конченные твари!,1
Пиздец нахуй меня в 5утра будить..Катя со своими тусами уже достала!!! Кто-нибудь заберите меня на 2 к себе :(,1
тоня заебал со своей пошлотой :ну честно (,1
"очень милое уебище сидит рядом. но нет, ты лучше :(",1
"Я ЗАПОЛЕЛ :(( У МИНЯ ПЗДЦ КАК БШКА ПОЛИТ ,Я НИ ЧИГО НИ ЕЛ СГДНЯ :(",1
"Пиздец горлу, даже говорить не могу. Доброе утро бля!((",1
Чет я так понимаю гг. Я такой же лошара.:(,1
"ТЫ ЛАВКИ ЖИРНОГО БОЛЬШЕ, ЧЕМ МЕНЯ - ОБИДНЕНЬКО :(",1
А С МОИХ СУКА НЕ ОРЕШЬ(((((,1
бляха муха! Еще один хитяру обломали нам(,1
"сука, кто там главный, попроси плз(((",1
"нет вот какого хрена я жду??аа??так, пора с этим заканчивать! всё братан, иди в жопу..мне плевать! ..но...но...ты же такой...красивый((((бля",1
"Бля,сосед увидел,через окно,как я пою Представляю как ему теперь смешно,ведь я такие рожи делала,типа крутая ,сука(",1
"с собой сейчас говоришь ты, а не я, придурок",1
ЭТО БОЛЬНО НИТ ЭТО ОЧЕНЬ БОЛЬНО ДАЙ МНЕ ЭТОГО ЗЕЙНА И ТЫ ПРОЩЕНА НО НЕТ ГОСРПОЛДИ :(((((( Я ПЛАЧУ,1
Затишье перед буряй. Нам всем пиздец :(,1
ну просто ахуеть как смешно.,1
опять один мудак настроение испортил(((. ВАНДЮШКИ СПАСАЙТЕ,1
"бляя до нг было 49, а сейчас 52 это пиздец( надо начать худеть.",1
"Все нормальные люди дома сидят, а мы блять работаем!(",1
"Ты бесжалостная сука, если не плакал!((",1
"нит, я сказал, что мы все друзья, а не ты не витя не увидели твит,  пидары(((((((",1
"у всех снег , а у меня блять весна, и погода хуйня, хоть бы снежка немножко :""""(( ей,чувак, поделись снегом ?",1
Меня заебало моё имя в вк!!! И оно не меняется! Хоть страницу удаляй:((,1
"На хуй ты мне писал,на хуй знакомился :((",1
ска бляменя всегда бесит эта херня &gt;:(,1
"мне скучно.я хочу выёбываться,но не перед кем((((((",1
"СТОЙ, У МЕНЯ ВОТ НЕТ РИСУНКОВ, ВОТ Я И НЕ КИНУЛ(((",1
"не злись,((полная жопаа,мы им не нужны(",1
Я ТЕБЯ ЩАС УМРУ!!!ВЫБРОСИ СКАЗАЛА!ХОЧЕШЬ КИНУТЬ ВНУЧКУ В ЭТОМ ЖЕСТОКОМ МИРЕ????(,1
"блиииакак я тебе не завидую,чувак :(знаешь что?Я ЖЕЛАЮ ТЕБЕ В НОВОМ ГОДУ САМОГО КРЕПКОГО ЗДОРОВЬЯ!",1
ПАТАМУШТА МАМА НИ РАЗРИШАЕТ МНИ ЕСТЬ(,1
"со всей этой хуйней в стране,боюсь своих отпускать в Ростов,а они сегодня уже уезжают:(",1
даже мухи ебуться...а я нет((,1
я же еблан живу не в мск даже в не рашке у меня только 22:52((((((,1
не спасет. Я атеист ибаный :-(,1
"Вот пиздец,блять !Не думала я, что так все будет (",1
"вот знаю же, что не надо пиздеть и радоваться раньше времени, неееееет бля. Хрен теперь я получу педалборд на нг ;(((((",1
"почему  люди столько врут даже не замечая того( как заебали,ебаные вы сказочники",1
"КОНТАКТ, КАК ТЫ ВЫЧИСЛИЛ МОИ СЛАБОСТИ, СУК.отп же :(",1
какой же ты приставучий оспидя((,1
"пиздец я в говнину (((((((((( вай, я ж не пью ((((((((((((",1
"# сука, у меня опять жывот болит..(",1
ПИДРСКАЯ МАНДАРИНКА НЕ ЧИСТИЦА((((((((((((((((((,1
"Всё хуйня, а вот свою любимую Волкову не поздравила с Нг ;(",1
на 3 дняБляяяЯ там помру нахуй:(,1
"на самом деле сваровски говно и толян зря купил( эту хуйню только иногда надевать можно, иначе эти камни выпадут нахуй",1
- мамачка я такая красивая!! - нет ты должна говорить что ты жирная уеба((( - но мама плиз- фу по…,1
"Фотик гад, не хотел снимать в темноте(((( и теперь он гремит, когда его вкл. и выкл., и мне походу пиздец будет.",1
Вот на улице ебууун!! ахуеть с горя как холодно(,1
ПШЛИ ОТСЮДА(((НЕ ДРУЖУ С ВАМИ БОЛЬШЕ,1
"ЧТО ТЫ БЛЯТЬ ЗАПУТАЛСЯ, ПРИМЕРНО ЧЕРЕЗ 24 ЧАСА",1
"Теперь играет сантана - корасон эспинада, ебать. Пойду вздернусь(",1
ШЛЮШКА!!! ЧЁ ТЫ МЕНЯ В ТВИТТЕРЕ НЕ ЧИТАЕШЬ??!!?!?!:((,1
таки да ахахасука будильник разбудиииил((,1
"мать салатики задумала ебашитьбля, я так радбля, стопя ж их буду делатьбля(((((",1
АХАХАХАХАХАХА бля а меня нет :(,1
Сломала ноготь ( да ну их нахуй сломаю все,1
"Если,блять,я не напишу,обо мне никто и не впомнит...Ну что это за херовина такая? (((((",1
"ПРИКИНЬТЕ ЩА ДОБАВЛЯЮ МОЙ ТВИТ, И ТУТ ПАДЛА У МЕНЯ БЫЛО 298 ЧИТАТЕЛЕЙ ПОТОМ БАЦ! И 297(((",1
Бля а я прокладки покупать не могу:(( — блять давайте теперь об этом поговорим.-.,1
Бля вот живут же ебаные евреи(,1
"сашка послал нахуй,подцепил какую то бабу. она его нахуй послала.. если бы я что то помнил((",1
"Я  ИМЕННО ТА   ШИБАНУТАЯ  , КОТОРАЯ  ДАЁТ НАДЕЖДУ, А ПОТОМ  СТРАДАААЕТ И ЗАСТАВЛЯЕТ СТРАДАТЬ ВСЕХ :(",1
черт уже 31 эти уроды будут у меня!(,1
"мне нравки ""безмолвный"" но такой мудак уже есть :(",1
бля((( лютый налёт креаклизьмы в какее. Что-то уже предвижу лютые посты про тоталитарный спорт для совков =(,1
"Я только сейчас заметила, что проебала 111 твит :ссПечалька(",1
"ебать, сегодня по телевизору не покажут ""Один Дома"" (",1
“ как же хуево я просто не могу” моя голова х(,1
"ну бляяя, он еще и издевается. Сучка.((",1
У меня пмс и мне пиздец :(,1
"Все кости ломит, мест блядь не хватило, спали в троем на малюсеньком диване!(",1
"Что ж за пиздец творится в моей жизни,ну хватит уже..Ну когда это закончится(((",1
"АААА!!! БЛИН, ЗАВИСТЬ ИПАННАЯ ((((999((((9 ПОЗДРАВЛЯЮ!!",1
когда же я всё-таки сдам эти знааааки ебанные((,1
"мне сейчас так хуево, как при расставании(",1
"иди ты нахер а:( сесту ей подавай, а как же я????",1
"Просто в задницу все, просто в задницу....!!!(((",1
"Я РАД, ШТА ТЫ МЕНЯ ПОНИМАЕШЬ! МОЙ ТЕЛЕФОН БЫЛ ЧАСТЬЮ МОЕЙ ЖИЗНИ, А ТИПЕРЬ ЕГО НИТ(((",1
"Что за ебанные чайники в моем тамблере,сукпздц(((((((((((((",1
"ИПАТЬ, СЕГОДНЯ ГОСТИ ПРИДУТ :С ОПЯТЬ НАДО ЖРАТЬ ГОТОВИТЬ(((",1
"ска пздц((( родоки напрягаю с химией, ебоный пздц((9(",1
СОНЯЯЯЯЯ НАЙДИ МНЕ ВАРЕЖКИ У НЕГО мне без них хуево пиздец :((((((,1
"Тупо на повторе второй деньаааааа, сукана сколько же она охуенная (  My Chemical Romance – Im Not Okay",1
"На самом деле нет, просто так заебло, когда блять ладно похуй :(",1
"как всегда вовремя....простуда, сука...=(",1
"Бля пиздец я устал,такое ощущение шо на треше 5 часовой был (((",1
"Капец, мама меня рипнет. Блина, мне его так жалко :ССССС Бедняжка моя, прости, что я такая криворукая уебанка((((",1
"МИНЯ ЖИ ТОЖИ ,БЛИТЬ, ОБИЖАЮТ :(",1
"ПЕЧАЛЬ ПЕЧАЛЬНАЯ! Проводной есть, а хуй возьмешь!((((",1
Ну хоть бы одна падла пароль с Wi-Fi убрала. Жмоты((((,1
"Плачу, потому что не могу расчесать ебучую копну на голове...Вчера они били кудрями(((",1
"Бля, что творится в Волгограде, это просто пиздец((",1
его уже не вылечить. совсем ебанулся((,1
"Бля. Родители меня выгоняют из дома, говорят иди к своим друзьям. Сукааааааааа, но я не могу(((((((",1
"ДА ЧТО ЗА ТЫ ЧЕЛОВЕК ТО ТАКОЙ,ИДИ НАХРЕН!:(((",1
Ебать мне пизда;( Антон ты где?,1
"Бля, не хочу завтра на треню, бля бля, я еще больна, не надо, я не хочу, бля, бля:(((",1
"что?! Я ТАКОГО НЕ ГОВОРИЛ, НЕ ПИЗДИ",1
"ты заебал из симса вылетать, сучара((((((((",1
ТУМАЮ МИНЯ СЕГОДНЯ НЕ ПРЕТ ((( ПОЖАЛУЙ ВСИО,1
Хочу к своим пизданутым подружкам!!! Скучаю((((,1
ааа:( Такие больнючие уколы! Нахер.. ещё 7 уколов. я ебала.,1
как и я Весы- мы хуевы зануды(((,1
Братве нехуй делать :(,1
"СУКА,СУКА,СУКА,как же обидно,бляяяя :(((((((((((((((((((((как всегда все самое ахуенное я проебываю,дура.",1
ВСЕ УЕХАЛИ А Я ДОМА КАК ДИБИЛ. ДАЖЕ ПОГУЛЯТЬ НЕ С КИМ: ((((((((((,1
"Не спать перед экзаменом, пздц как хуева:(",1
"перезагорал, ебало все облезло( и все(",1
"тебе похер должно быть , ты в лагерь едешь(",1
"Вот митрошин вспомнился сразу же просто не трушный( логика, ты как я хочу нг о боже, детка, ты жопа, ая. —",1
НУ НЕ НАДААА!!:(((( НУ ЧЕ СЛУЧИЛОСЬ ТО??,1
"СУКА!! у меня даже трусов нет!!!((( да как так-то а,за что именно я?",1
"Бля ,он предложил встречаться !а я отказалась!вот дура(",1
КТО ПРОСРАЛ 3000 ТВИТ?Я ПРОСРАЛА...(,1
"НАПРОТИВ МОИХ ОКОН ВЫРУБАЮТ ЛЕС((( ТЕПЕРЬ НЕ ТАК ЧАСТО СМОТРЮ В ОКНО, КАК РАНЬШЕ",1
"Да блять, не смищно, я так и обидица могу((9(",1
ОППАЧКИ ЗАРЯДКА ПОЧТИ СЕЛА. ТАЕ ЧТО Я ПО ЛЮБОМУ УХОЖУ. ВСЕМ ЖИ ПОХУЙ АЗХАХАХ...:(,1
"блин чуть бы не спалились, это был пиздец,когда  подъехала машина((",1
"Пиздец, заболела, похер выйду завтра, я не собираюсь дома сидеть!:-(",1
"Ну блять как???Я так ебнулась на катке,что аж порвала штаны и пошла кровь,все штаны испачкала(((",1
"блять спать хочу как сучка, но тамблер меня не отпускает (",1
мозги выебут потом (,1
"я пиздец хочу поругаться((( мне только повод дай,я злая пиздец.",1
ну вот нахуй она ко мне опять добавилась(,1
ОНА СЕЙЧАС СПИТ СЛАДКО* А Я ТУТ ХЕРНЕЙ СТРАДАЮ! БЕЗ НЕЕ ЧЕТ ВООБЩЕ НЕ ТО(,1
"разделывала сегодня куриную тушу, ебать как это было неприятно и омерзительно :( и курочку жалко",1
Пора паниковать. МОЙ ПЕРЕДОЗ РАДОСТНОГО ПОХУИЗМА КОНЧАЕТСЯ((,1
"Андрей вообще засранец,не дал облокотится на него((",1
"сука, почему мы просто не можем взять и поехать (((((999 поч ((",1
"ТЫ ДАЖЕ НЕ ЗНАЕШЬ АМАНДУ, ЛОХ",1
"я сделала правильный выборхотя пиздец,как больнопиздец как больно:(",1
"Дота ,дота заебли вы  игнорить меня из-за нее :(",1
ты мне вк не отвечаешь паскудатвармрас ((,1
Какая ложка меня прокляла.што мне так хуево(((((,1
"Зашла в группу шерлока, вышла, как опплеванная :( ГОМОФОБЫ ПРОКЛЯТЫЕ!!!",1
Я КРИЧУПОЮ СМОТРЮ И ПИШУ В ТВИТТЕР Я КРАСАВА БЛИАТЬРАЗРЫВАЮСЬЧЕТ АЪАХХАХАХ((((((999,1
я весь грязный как свинья((машину блять подтолкнул называется вчера ахахаххапохуй ваще новый год все таки,1
МНЕ ЕЩЕ ЗАВТРА НА ИНЖЕНЕРКУ ЕБАШИТЬ (((,1
Ну вот аж пиздецщас расплачусь:(,1
Бля как можно было потерять ахуеного “ Британского “ котика:(,1
И ТВОЙ МУЖ С:НЕ ЗАБЫВАЙ ОБ ЭТОМ С:,1
как жить то блять дальше???? как жить то ..блять(((,1
ой блять заблокировала пиздец теперь умру нахуй((,1
"Скажите, что я лох. КАААК Я МОГ ОСТАВИТЬ НАУШНИКИ:(",1
Моя хуета сделанная утром от нечего делать:((,1
"Я вполне нормальная. божемой Венцек,че за хуйбалу ты тритопор(((((. — Не пойду. не нравится. Ве а де. —",1
Я ПЛОХАЯ ДЕВОЧКА СК(,1
бантаны вы где такую клевенькую одежду береты суки (((((((,1
что?( но ведь заебывать тебя было одной из моих радостей жизни тт,1
"ты же говорила что не куришь? — прости меня,но я пиздела(",1
а то хуя мой биас-лист испортил((((,1
Сижу у масика . Он спит . Мне делать нехуй (Пора будить эту скотину *,1
"БЛИН, РОДНОЙ МОЙ, НЕ РАССТРАИВАЙСЯ СИЛЬНО(( А ТО Я ТОЖИ РАССТРОЮСЬ(( МНИ ТАК ЖАЛЬ ТИПЯ(",1
блядь я проиграл и не так понял (,1
"Бдя, ангина это ебаный АД НАХУЙ!! и никто не пожалеет панкушку(",1
блять да что это за хуйня...че делааать ааа(,1
"БЛ А Я НЕ УВИЖУ ЭТО РЕКЛАМУ,Т.К У МЕНЯ НЕТ РУССКИХ КАНАЛОВ:(У МЕНЯ ЭТОТ ШАМПУНЬ КАКАЕ ТО ТЕТКА РЕКЛАМИРУЕТ",1
"мне самое хуевое досталось - чистить картошку :( ыах, ненавижу это дело",1
"Ох. Как оказалось, Луол Денг был ОБМЕНЯН НА БАЙНУМА. ЛУОЛ ДЕНГ ЙОПТВАЮМАТЬ. ОХЕРЕННЫЙ ПРАЗДНИК, ЛУЧШЕ БЫ НЕ ПРОСЫПАЛСЯ ВООБЩЕ(((((((((((((((",1
"а хотя нет,я же скотинабесчувственнаябля :(",1
"Заебал честное слово всё запрещать,надоело( Свободы мне,свободы!!!",1
"ЕПТЬ,ТЫ МОЙ 700 ФАЛЛОВЕР о_ОА Я НЕ ДОПЕР.СЧАСТЬЯ ТИПЕ,ДИРЖИ ДЖИ С:",1
"ебааать,все ебло в пупырышках (( спасибо мандаринам,бля",1
"Так по другу соскучилаась пипеец.сраная армия, всех забирает(",1
"бич наушник один сломался :( мать вашу, бляя как лох с одним, блин  поеду за новыми .....",1
"я тебе очень благодарна, но сука, как я без компа жить бууудуу :""(",1
Бля.. почему меня выносит с эго рожы?D: :|,1
"ну ладно, я ёбнутая, я согласна абсолютно, но ведь я же просто хотела выговориться(((",1
"С НАСТУПАЮЩИМ ДРУЗЬЯ, ВСЕМ СПАСИБО ЗА ПОЗДРАВЛЕНИЯ,ВСЕХ ЛЮБЛЮ И ПРОСТИТЕ МЕНЯ ЗА МЕНЯ В 2013... :(",1
"блять, пиздец карочия щас случайно при папе и лене матом ругнулся сука :-((((((",1
"я соскучилась по нему( заебалась выебываться, что слушаю ЭКСПЕРЕМЕНТАЛЬНУЮ ЭЛЕКТРОНИКУ",1
САМОЕ ОБИДНОЕ ШО ВСИ СПИЗДЕЛИ МОЮ ФОТКУ КОТОРУЮ Я НАШЛА :(,1
"Пиздец ,чуть кота не убили ,пиздец ......бедный ганник ;((;(",1
пацан ахуевшийопять лямыч всех заткнул:(,1
ОЧЕНЬ БЛЯТЬ СМЕШНО!!!!!!!!!!!((99(((((,1
"Еще не один мудак не доводил меня до такой степени, что я корвалолом отпаивалась...((",1
ЧОТ МЕНЯ БОМБАНУЛО АХАХА ИВАН БЛЯ ПРОСТИ (((,1
"Ты конечно мальчик красивый,но немного шлюховат(",1
"КТО ПРИДУМАЛ ЧАСЫ,КОТОРЫЕ БЬЮТ СТОЛЬКО РАЗ,СКОЛЬКО СЕЙЧАС ЧАСОВ?Я ССУСЬ,КОГДА СЛЫШУ ИХ!мне придется провести ночь наедине с ними:(прощай сон",1
У МЕНЯ УЖЕ ЕСТЬ МУЖ ИЗ АРХАНГЕЛЬСКА( НО ДА ПОХ. ТЫ БУДЕШЬ ВТОРЫМ МУХАХАХАХАХА,1
"ну как-то так, только я в итоге еще и долбоеб. : (",1
Какая же я ленивая жопа(( надо завязывать!!!!,1
"НУ БЛИААААА, НЕ ХОЧУ СИСЬКИ КАК У ПУГАЧЕВОЙ :-(((9(9(",1
эти твари сделали больше рекламы в скайпе :(,1
"уже весь на нервах из-за нба 14,блять,выносят меня(((",1
ДА ТУПО ПЕРЕОХЛАДИЛСЯ БЛ!( Я ТОЖ В НАЧАЛЕ ЧИХАЛ ПРОСТ..БОЛЕТЬ ПОД НОВЫЙ ГОД - ХУЁВО((,1
"не шевели ногами, по ебалу получишь((",1
"Сижу дома со Славиком,сидит пиздит хуйню:(",1
"Время 13:31,я соскучилась по своим пидоркам( Гр.1331❤️❤️❤️",1
"Так жалко пострадавших в теракте в волгограде. КАКАЯ ЖЕ ЭТА СУКА РЕШИЛА СЕБЯ ВЗОРВАТЬ! Люди, бойтесь многолюдных месть:(",1
Сукаа как он мне начинает нравитсяякакого херааааа?(,1
"мучают бедную слониху, изверги. Издеваются подлые твари (((((",1
"ОМГ КАКОЙ НАХОЙ ЗАМУЖ, Я ЖЕ МАЛЕНЬКАЯ ДЕВАЧКА Х(((((9((",1
ЗБС ПОКАТАЛСЯ ВСЕ БОЛИТ ТЕПЕРЬ(( ЗАВТРА НЕ ИДУ,1
"Навальный не пал, а начала конца твоего Путина уже очевидно. Петр, иди на ХУЙ!!!!",1
Блябля хоть бы это был не он @ это точно был он бля уверенна(,1
Я ЖИ ОБИДКУ КИНУ:(,1
ИДИ НАХУЙ Я ОБИДЕЛАСЬКОЗЛИНА :(,1
"вернее латентный, мы же в высшем обществе, нахуй",1
Я только что проебала мой 2600ый твитт ;(,1
"Ну,что за хуйня творится((((держись Мишаня!!!",1
"в жопу иди,а( я нормально готовлю!",1
"БЛЯ((99( Я ЩАС РАСПЛАЧУСЬ. Я ПОНИМАЮ, ЧТО ТВИТТЕР-МОЙ ВТОРОЙ ДОМ, А ТВИТТЕРСКИЕ-МОЯ СЕМЬЯ. Я ВАС ОЧЕНЬ СИЛ…",1
"ну ахуенно!!, кто-то спиздил мою подушку, теперь мне не на чем спать(",1
Сколько несмешных придурков пытаются шутить(,1
"и снова разговоры про армию...блять,да я с ума сойду...((",1
"сууууука""РЕДАКТИРОВАТЬ ТВИТ"" ПОЧЕМУ НЕТ ТАКОЙ ФУНКЦИИ? А УДАЛЯТЬИ ЗАНОВО ПИСАТЬ ТВИТНЕ АХУИНО(((9(",1
"аааа , бл**********ть, еб*улся об ганельку ((",1
"Вам бы сукам увидеть мир моими глазами,почему я ???((за что блять?",1
"дура, зачем я добавила его бывшую! Он сней был так нежен, на фотах такие комменты! Блин, больно! Я дура!=(",1
"ЛОЛ.КО МНЕ ПРИЕХАЛИ МОИ КОШАРЫЫЫ С:::НО СКА, У МЕНЯ ЭТА ГРЕБАНАЯ АЛЛЕРГИЯ:((",1
"ну. на нг сделали че-то с моим акком,пидрилы :(",1
"Это ты так думаешь,он так не думаеть(((Я плачу, мне плохо. Есть ещё суки которые советують меня игнорить и добавить в чс((",1
"телевизор - зло..(( включила канал психология21 и первым делом услышала: пошла нахуй, ты говно!",1
"Ебаааать, какого хуя завтра нг, я не хочууууууууу :(",1
сам пидр(((((((((9((99,1
до этого всё решили..сйчас уже недовольны..ппц я с них хуею..(,1
"ПИЗДЕЦ. ГДЕ МНЕ НАЙТИ ДЕНЬГИ, ЯНВАРЬ И ФЕВРАЛЬ У ВСЕХ ДР. БЛЯ СУКИ. :(((((",1
Блять! Нам уже Пешеходовы забивают:(,1
Сука!! На душе хуева!!! Не люблю когда люди меня обманывают((,1
": болит горло,нет желания праздновать нг, все вокруг заебали, хочу любви, мне одиноко(",1
"сука, изменщик((((9(9(9((",1
"мы вчера решили сварить глинтвейн, я нарезала туда апельсинку, и пиздец, чесалась пол ночи, вот ваще :(",1
"ммм,блять,тоже хочу не могу уже(",1
ну блять. всю неделю было новогоднее настроение а именно сегодня хочу кого нибудь убить.иронично (,1
"пиздец:( взломали Steam , все мои часы аннулированны, половина игр вообще не запускаються , люди уроды",1
"Ска алидейка и Дерсти простите :(Не интернет, а хуй какой-то",1
ЛУЧШЕ НЕ ПУГАЙ МЕНЯ ТАК. ТЫ РЕАЛЬНО??????;(,1
Опять я тыкала своими пальцами и случайно натыкала хуету:( второй раз за неделю. Ну что за на хуй. :(,1
"потому что ты мудакМб я пошлый, но не настолько же :(И даЯ не секс машинаВопрос исчерпанЯ в обиде",1
"я тебя тож поздравлял пиздюк(((поздравляю тебя еще раз, кис :з",1
Я заебала просыпаться от твоей музыки!!!!!!!!!!(,1
про меня пиздите?,1
идите нахуй уёбкипотеряли дису с концами(,1
Блять.Как я заебалась сидеть дома.И вк не заходить - это пиздец.без телика причём.Вашу маааать(( ну позвони мне ужеее ааа((,1
"ода, я идиот и лох и не хочу идти на этот тупой вечер, но блять мне нужно туда прийти и мальчикам со сценкой помочь :(",1
"ЧАРТЕРНЫЕ АВИАБИЛЕТЫ В/ИЗ УКРАИНЫ ( ЕГИПЕТ, ТУРЦИЯ, ТАИЛАНД, ОАЭ, КИПР, ИСПАНИЯ, ГРЕЦИЮ",1
"заебали, не орите, педики :-(",1
"Девушки, а особенно страшные и жирные, НЕ ПОСТИТЕ СВОИ УЕБИЩНЫЕ ФОТКИ + КАКУЮ-НИБУДЬ ПЕСНЮ НЕ В ТЕМУ.Ну это же пиздец. Ну правда. :(",1
"Викос, тебе уже чертовых 18 лет. Свалил из дома и напри на своих родителей!!! — ахах((",1
эта курица ушла с ключом и не отвечает на звонки. таиланд ко чанг. сижу блядь под дверью дома своего((((,1
КатоликиАвстралии поддерживают укр.европлац аморального интернационала... но мы же помним их педофилию в бурсах!(,1
бля ну нахуя я такая плаксивая?((,1
"Мы сохранили твой донос, мразь фашистская!(((",1
"сука, блять, плакать из-за тебя? ... а почему бы и нет,ска!!!(((",1
"Я НИФИГА НЕ ПОНЯЛА ЧТО ТЫ СКАЗАЛ!ЗАВТРА ОК!?ВСЕ ЦЕЛУЮ, Я ВЫРУБАЮСЬ((",1
трахли кидает свои фото в лентуwhere is моя самооценка? ахах (,1
"Драчёва просит своих друзей дооебаться до моих бывших одноклассников. девочка, тебе совсем заняться нечем?((",1
"ты мудак, мой сосед сверху! Сегодня суббота, чтоб ты знал, какая к черту дрель с 10 утра?! Дайте мне выспаться(((",1
Слышь поч меня труханы найла не зафолловили? :(,1
"хуиску=D и там будет полное говно, потому что кого я хочу, там не будет(((",1
ну тупой и тупой(( я тоже не гений,1
"АААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААА за что мне такой брат, а ? :,( Что Я ТАКОЕ НАТВОРИЛА????",1
"я фэн Гаги и Мадонны, получается я ебанутый вдойне((",1
НИКАКИЕ ДЕНЬГИ НЕ СМОЮТ МОЕЙ СКОРБИ И РАЗОЧАРОВАНИЯ((9(99(((((99(999А Я ЛЮБИЛ ТЕБЯ,1
вот нахуя я посмотрела выступление Эра на Евро 2011?( теперь вся в мурашка и реву как мудак((((((,1
"ЧТО ЕСТЬ, ТО ЕСТЬ, СУКА (((((((((((9((9((9(9( ИТА ЖЫЗН",1
блять ну скорее бы уже новый год я хочу жрать салаты(,1
"Фигура норм, но ебало(((( огорчает — Да пошли вы сами страшные ,тупые анонимы!",1
а меня сук неотпускает((( может я к тебе го а?? Или с твоими предками договормся ?,1
ты ахуеть какой сердобольный(( прости ман( не хотел ведь((,1
Встретилась с бывшим и пиздец как разочаровалась (((((,1
4 плаката снять пришлось...писдец...мне 2 из них порвали...пиздюки мелкие &gt;:(,1
ОО! ДАШУЛЯ! И ТЕБЯ С НАСТУПАЮЩИМ! СКУЧАЮ:(,1
и здесь политика-:(((сука!,1
"БЛИИИН,КАК ЖАЛКО:( Я БУДУ СКУЧАТЬ",1
Я ВДОХНОВИЛАСЬ СВОЕЙ ПОМОЛВКОЙ..И ВОТ ЧТО НАСКРЯБАЛА...КАЧЕСТВО НЕ АЙС((НУ КАК?,1
Я В ЧАС НОЧИ Я ТОЛЬКО ЛЕГЛА СПАТЬ И АЛКАШИ ПРИШЛИ((ПРИШЛОСЬ ВСТАВАТЬ!И СИДЕЛИ ОНИ ДО ТРЁХ!!,1
"Блять, и правда, выгляжу, как леший(( Надо что-то делать",1
оу( ну ладно( да я вообще припизднутый,1
Съела испорченное оливье :(((Мне пизда. Я умру.,1
"Хуево, когда чувствуешь себя никому не нужным, одиноким пидаром(",1
"Еду в грёбаном дизеле, вонючем, проитивном, хочу спать безумно, но хуй там, столько вещей везу боюсь спиздят(",1
блять бабы а я обратно хочуууу:(((((( го вместе грабить банк а потом в ехипт,1
"Теперь стоим, вот, ждем, когда они соберут своих фолловеров и отпиздят нас, неверных (((",1
МЕНЯ АНФОЛЛОВИЛИ ВСЕ С КЕМ Я ОБЩАЛАСЬЗА ЧТО ЧУВАКИ? :(((,1
бля ну бля((( ето просто жопа полная они все косые и неправильные ну фу,1
только хотела позвонить пизде этой и отключился телефон (,1
"Бляя ,походу это чудесное ,пиздец какое ОГРОМНОЕ . Потому что оно в меня не влазит:(",1
сука не могу уснуть( завтра такой тяжелый день( а я не высплюсь...,1
"Я на отхадах, мне жесткая пизда, нихуя не помню!!!(",1
"Саша, нельзя так по-мудацки поступать :(( Ненавижу тебя!!",1
"бл, ну мааааааааааааам((9((",1
"не думала я, что так будет;((( заебалась я. никогда такого не было.пиздец. T_T",1
"Пизд, гребанная ангина проеб отдых на Гоа, прощай Индия надеюсь мы еще встретимся(",1
"блять эксэпшн поставил эту хуйню на юп, с которой я три года назад срался и постоянно когда сидел за компом оборачивался назад(",1
"прости, чувак((. Я слегка в ахуе просто",1
нахуй так поздно ложиться и так рано вставать:((,1
"БОЖЕ КАК ЖАЛЬ:((ЦАРСТВО ТЕБЕ НЕБЕСНОЕ,БАБУШКА ЛУИ",1
"нитрааатище, не пизди тут(( — какого черта?",1
"ага ,хуево , неждан пиздец ;((",1
бля я удалил все фотки((( епть пздц ахаха,1
а у меня нос теперь как у армянина:(Крис тебе пизда!,1
"Отвалите от Волгограда, ублюдки, я не могу это читать:(",1
"ну бля, Заур(",1
"хуйню наванговал, windows версии нету:(",1
"зато не у тебя долбит ""ОБООООЖЕКАКОЙМУЖЧИНА"" нахуй :(",1
"Блаженный вайфай, я ж чмырь без интернета, но скоро поезд(( кстати, СТЕРВА, ты возглавляешь список тех, ради кого я останусь в СПб!",1
"Проводить старый год?Ну, ебРасставания всегда мне тяжело давались(Бляхи, я буду скучать по 2013. Чувак, ты был пизженный",1
""" мама с планом спалила,пиздецццц ((((("" фуфуфу",1
"""хорошо"" начался 2014 год!( Одна сука бля, даже не знаю её, испортила! Но ничего поговорю с ней, ну а если что уж, то асфальт её любит!!!",1
"Евгений Владимирович,и Евгения Валерьевна нахуй,хахахаха",1
"эХхххх...остаеться теперь только ""ЗАБЫТЬ,ЗАБИТЬ И ПРОСТО ДАЛЬШЕ ЖИТЬ!!!""((((((((((",1
"ну нихуя ж ты гандон, кто ж так делает((((",1
СЕГОДНЯ МЕНЯ КИНУЛИ.. ПАРЕНЬ СКАЗАЛ ЧТО У НЕГО ДРУГАЯ. ХОТЬ В ПЕТЛЮ ЛЕЗЬ (,1
ипаааать кто долбаеб и потерял телефон в новогоднюю ночь?? - это Я это Я!  долбаеба :( мама сказала не купит больше,1
"пиздец!! ненавижу закон подлости!! то никого нету,а сегодня 5 парней зовут меня гулять((((((",1
